timestamp,open,high,low,close,volume
2024-01-01 00:00:00,40024.40142298088,40042.75525325515,40013.09162880718,40029.802849180676,23.963031646347268
2024-01-01 01:00:00,40020.35084174468,40021.97504344449,40012.043028604334,40021.5069911104,80.43803124507156
2024-01-01 02:00:00,40054.02894402845,40060.63855647711,40046.237400642836,40060.36830339645,40.684994894439434
2024-01-01 03:00:00,40149.28640254381,40158.83954996857,40143.53015749981,40151.750094780924,105.76780730212397
2024-01-01 04:00:00,40122.5519749619,40158.203767746745,40134.48863763686,40137.70089229753,173.34279860366166
2024-01-01 05:00:00,40125.35902453956,40132.54118398829,40111.095357585604,40123.65267488058,88.45847970362883
2024-01-01 06:00:00,40218.41508761392,40258.97131828506,40213.58805823043,40218.40544381102,32.20678501661237
2024-01-01 07:00:00,40257.91481851165,40273.89979584565,40240.66714195865,40264.451527560195,199.76141243653132
2024-01-01 08:00:00,40241.55702975155,40243.607172040865,40219.182046706665,40236.283064404095,57.54037676618266
2024-01-01 09:00:00,40276.33722812027,40278.33656941033,40256.28031501503,40268.836667019255,143.71032060402885
2024-01-01 10:00:00,40228.171126535555,40241.37106824066,40240.15079904394,40241.03160545051,54.56753580215344
2024-01-01 11:00:00,40206.98602200776,40234.17126604413,40206.389772632174,40213.08782023629,71.72275496130717
2024-01-01 12:00:00,40221.452417731954,40242.38045341751,40224.61140025421,40227.60555653025,33.62750777485418
2024-01-01 13:00:00,40105.289517041914,40115.788941994,40096.396048637966,40112.808741850786,26.702261918337303
2024-01-01 14:00:00,40015.94947063546,40010.49968202797,40002.128624749115,40009.3136719,65.2863820954652
2024-01-01 15:00:00,39974.02581103536,39984.26328179008,39962.65677645009,39975.576420145546,181.38248374168333
2024-01-01 16:00:00,39912.690434195,39922.019059768165,39882.12812031561,39914.80655292548,107.9511245730242
2024-01-01 17:00:00,39917.63049396594,39944.10391283858,39930.74639093112,39933.66139288119,108.82787030584501
2024-01-01 18:00:00,39884.2632925916,39886.94533694296,39876.969844950596,39879.17994834992,274.51922790141316
2024-01-01 19:00:00,39784.52765911098,39795.76309493024,39779.98284492397,39794.441726269804,137.34170775851976
2024-01-01 20:00:00,39882.86011344723,39914.929701226305,39878.63888821615,39882.380652405096,306.2136438431644
2024-01-01 21:00:00,39871.05308987957,39890.189313929164,39862.84565148182,39868.8340743759,87.83104870524843
2024-01-01 22:00:00,39883.77103542389,39900.6634076308,39835.50300667817,39872.88576665718,237.4387205074465
2024-01-01 23:00:00,39776.93031229142,39799.154720456354,39783.27405406055,39787.400875484374,134.0828832098306
2024-01-02 00:00:00,39730.581814766294,39764.91755793227,39749.9714986026,39754.73791201286,396.6217599480848
2024-01-02 01:00:00,39762.864063753485,39766.166830311595,39759.644589715266,39761.393267395455,36.438749323273086
2024-01-02 02:00:00,39706.737742202204,39704.050998422084,39676.2609137164,39692.333652750116,157.0330182993574
2024-01-02 03:00:00,39724.787104674375,39718.772535962366,39692.277523398,39714.875533850856,27.188630815572605
